	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons
0	78.11399999999999	72.06599999999999	78.046950192	30	0
1	112.559	107.51899999999999	112.00797784	36	0
2	157.01	151.96999999999997	155.95746226	36	0
3	84.162	72.06599999999999	84.093900384	36	0
4	70.135	60.05499999999999	70.07825032	30	0
